keluhan;bagian
les eprt dianggap oleh sebagian teman2 saya utk membatu mendorong nilai bahasa inggris, tolong jgn menyalahgunakan nya seperti ini;Pusat Bahasa
mengapa nama saya tidak muncul di pusat bahasa igracias, padahal saya sudah daftar les eprt;Pusat Bahasa
tolong diperbanyak lagi loket2 admin LaC nya agar tidak terjadi penumpukan pendaftar;Pusat Bahasa
kursi yg disediakan di ruang pendaftaran LaC kurang, sehingga banyak yg menunggu sambil berdiri;Pusat Bahasa
tolong diadakan test toefl yg terpisah dgn test eprt, karena skor eprt tidak bisa dimasukkan ke cv;Pusat Bahasa
tolong agar setiap bulan diadakan pengecekan kualitas alat test eprt, agar kualitasnya terjaga;Pusat Bahasa
sebaiknya diadakan sosialisasi mengenai LaC, apa saja yg disediakan LaC selain dari test eprt dan ecct, jujur saja, saya yg sudah tingkat akhir hanya mengetahui itu saja;Pusat Bahasa
buku eprt saya hilang, benar2 hilang, dan saya masih dalam masa les, apakah saya bisa minta buku yg baru ?;Pusat Bahasa
saya sudah membayar test eprt lewat teller, tetapi mengapa di sistem nya belum terkonfirmasi terus;Pusat Bahasa
"apabila sudah test eprt sebanyak 3x berturut2 dan skor nya pun selalu meningkat tiap test nya, apa saya bisa mendapat surat ""pemakluman"" ?";Pusat Bahasa
menurut saya tes nya pakai komputer saja, karena lebih praktis dan tidak membuang waktu;Pusat Bahasa
suara speaker tida terdengar jelas di baris belakang;Pusat Bahasa
mungkin harus disediakan pembayaran secara cash di meja pendaftaran, karena kadang2 atm d sekitar telyu itu error;Pusat Bahasa
banyak headphone yg udh ga layak pakai;Pusat Bahasa
adminnya jutek, ruang pendaftarannya harus di perbesar atau diperbanyak kursinya,;Pusat Bahasa
kenapa tidak diubah saja nama nya dengan test toefl, sehingga nanti skor nya bisa dimasukkan ke cv;Pusat Bahasa
apakah pusat bahasa menyediakan test ielts bagi alumni, soalnya saya membutuhkan itu;Pusat Bahasa
harus lebih di sosialisasikan lagi apa saja produk2 dari pusat bahasa, kebanyakan kami mahasiswa hanya tahu test eprt saja;Pusat Bahasa
nama saya tidak muncul di pusat bahasa igracias, padahal saya mau test besok;Pusat Bahasa
dalam memilih jawaban nya kalau bisa tidak usah membulatkan lingkaran, karean itu menghambat waktu;Pusat Bahasa
alangkah lebih baiknya pusat bahasa menyediakan course2 bagi mereka yg akan test ielts;Pusat Bahasa
tolong kalau bisa harga test eprt diturunkan, terutama bagi mereka yg sudah gagal test;Pusat Bahasa
"Bersama ini kami sampaikan komplain pegawai sebagai berikut :
Tidak bisa aktivasi SSO untuk karyawan baru atas nama Reza Jordan ; NIP. 18920116 sebagaimana capture terlampir.";Riset dan Layanan Teknologi Informasi
saya lupa passowrd akun igracias saya, tolong diinfokan cara recovery nya terimakasih;Riset dan Layanan Teknologi Informasi
saya Dudung 16959994-9 tidak bisa aktifasi SISFO, mhon bantuannya;Riset dan Layanan Teknologi Informasi
Diharapkan semua mesin taping berjalan dengan baik;Riset dan Layanan Teknologi Informasi
Tidak bisa pakai wifi Employee@TelkomUniversity;Riset dan Layanan Teknologi Informasi
Tune id saya tidak bisa..tolong diperbaiki;Riset dan Layanan Teknologi Informasi
Selamat pagi SISFO Tel-U, sebelumnya perkenalkan nama saya Riyanda Ilham Nuryadin saya alumni FKB Tel-U.Di sini saya ingin mengajukan legalisir ijazah online, tapi gabisa. Saya sudah mengajukan via igracias, sudah bayar juga. Tapi pas ma7 mengunggah bukti pembayaran di DELA Igracias, saya tidak bisa.Saya sudah coba buat akun baru, tapi akun saya (riyandailhamn) sudah terdaftar. Lupa password juga gabisa karena ngga terdaftar di igracias.Mohon bantuannya SISFO Tel-U. Terima kasih;Riset dan Layanan Teknologi Informasi
Hallo mau bertanya apakah office 365 sudah tidak aktif lagi jika mahasiswa sudah jadi alumni?;Riset dan Layanan Teknologi Informasi
"Yth Tim Sisfo.
 Besok kami akan melaksanakan Pengabdian 
 Masyarakat di Laboratorium di FIT dan kami 
 membutuhkan akses ke internet. Oleh karena 
 itu kami membutuhkan 20 akun visitor untuk 
 mengakses internet.
 Mohon tim Sisfo membuatkan 20 akun visitor 
 agar bisa akses ke TUNE.
 Atas perhatian dan kerjasamanya, kami 
 ucapkan terima kasih.
 Pemohon
 Ely dan tim Abdimas";Riset dan Layanan Teknologi Informasi
Akun saya tidak bisa login tune;Riset dan Layanan Teknologi Informasi
"Maaf, kenapa saya tidak dapat login ke tune ? 
 Padahal saya tidak menggunakannya dan 
 kemarin pagi sudah saya logout tetapi saat 
 saya akan menggunakannya pd malam hari 
 dan pagi ini ada notofikasi ""maximum user 
 limit""";Riset dan Layanan Teknologi Informasi
"Selamat Malam,TUNE saya bermasalah sejak 
 awal belum bisa digunakan,diharapkan bisa 
 segera diperbaiki,terimakasih";Riset dan Layanan Teknologi Informasi
"Minta tolong dong agar jaringan TUNE di 
 Student Hall bisa diaktifkan lagi, sudah lama 
 sekali mati dan sampe sekarang tidak ada 
 perbaikan";Riset dan Layanan Teknologi Informasi
"Cara mengaktifkan tune gimana ? soalnya 
 waktu mengaksesnya katanya user saya tidak 
 terdaftar";Riset dan Layanan Teknologi Informasi
"akun office tidak bisa digunakan, waktu 
 itu ; sempat bisa. tapi 2 minggu yang 
 lalu sudah tidak bisa lagi di gunakan.";Riset dan Layanan Teknologi Informasi
"Assalamualaikum, Tune saya selalu gagal dan 
 tidak bisa digunakan. Terima kasih";Riset dan Layanan Teknologi Informasi
"tune saya atas nama ghisella 
 shegweena(1502180180) dari awal masuk 
 telkom tidak bisa dipakai. apakah bisa 
 dibenarkan?
 username saya ghisellas
 terimakasih";Riset dan Layanan Teknologi Informasi
"Jaringan tune tidak bisa digunakan user does 
 not exist";Riset dan Layanan Teknologi Informasi
TUNE tidak bisa konek;Riset dan Layanan Teknologi Informasi
Tidak bisa log in;Riset dan Layanan Teknologi Informasi
"tidak dapat menggunakan tune padahal tidak 
 ada perangkat yang menyambung.";Riset dan Layanan Teknologi Informasi
"Internet di gedung karang ruang c204 
 tidak bisa digunakan, mohon di periksa";Riset dan Layanan Teknologi Informasi
"maaf pak/bu mohon maaf 
 sebelumnya,saya ingin 
 bertanya,bagaimana cara saya bisa 
 mendapatkan lisensi serial number 
 microsoft 365 ya?soalnya saya ketika 
 login sso di web microsoft tidak bisa 
 masuk.. terimakasi maaf menggangu.";Riset dan Layanan Teknologi Informasi
"Permintaan aktivasi office 365
 Nama : M. Alief FIkri
 Nim : 1102184244
 Email : alieffikri24@gmail.com";Riset dan Layanan Teknologi Informasi
"Selamat siang internet TUNE di LAB 
 EIRRG (H118) di gedung serba guna mati 
 dari kemarin jam 5 sore ; sampai 
 sekarang, mohon untuk diperbaiki, 
 Terimakasih";Riset dan Layanan Teknologi Informasi
"Saya atas nama bidari, ingin mengajukan 
 komplain terhadap penggunaan tune. 
 Dimana saya sebagai pengguna tidak bisa 
 mengakses tune tersebut, saat ingin 
 login selalu gagal. Mohon atas 
 perbaikannya atau bagaimana saya 
 menghadapi permasalahan ini";Riset dan Layanan Teknologi Informasi
Belum bisa terhubung ke TUNE;Riset dan Layanan Teknologi Informasi
"Mau tanya mengenai google drive 
 education yang disediakan telkom saya 
 mengapa error ? seperti gambar di 
 lampiran";Riset dan Layanan Teknologi Informasi
"akun office tidak bisa digunakan, waktu 
 itu ; sempat bisa. tapi 2 minggu 
 yang lalu sudah tidak bisa lagi di 
 gunakan.
 complaint 10 DECEMBER 2019 
 15:34:54
 close 18-DEC-19
 Silahkan input tiket 
 di Tiketing helpdesk 
 Sisfo";Riset dan Layanan Teknologi Informasi
"Gabisa terus login ke tune pdhal uname 
 sama passwordnya bener complaint 06 DECEMBER 2019 
 12:11:57";Riset dan Layanan Teknologi Informasi
"Saya atas nama MUHAMMAD AZIIZ 
 GHANIY NIM 1104190064 KELAS TF 43 03
 tidak ; bisa menggunakan tune dari 
 bulan agustus sampe sekarang mohon 
 perbaikannya agar saya bisa 
 menggunakan fasilitas ini secara 
 maksimal dan mohon pengertiannya";Riset dan Layanan Teknologi Informasi
Saya belum bisa mengisi kuesioner untuk semester antara;Riset dan Layanan Teknologi Informasi
Saya belum bisa mengisi kuesioner untuk semester antara;Riset dan Layanan Teknologi Informasi
"Selamat siang, Mohon maaf mengganggu waktunya. ;
Untuk tampilan igracias pada pengajuan pembimbing dan proposal tidak ada. Semula sudah diup load proposal dan pembimbing sudah ada. Namun, sekarang tampilan tidak ada ( Proposal tidak ada dan pembimbing tidak ada ). Mohon bantuannya. ;
Terimakasih";Riset dan Layanan Teknologi Informasi
Tidak bisa mengakses web serta gmail student;Riset dan Layanan Teknologi Informasi
"Asalamualaikum
Permisi saya ingin masuk ke google class menggunakan sso.telkomuniversity.ac.id untuk keperluan perkuliahan. namun saya tidak dapat mengakses nya dengan alasan invalid email. Mohon segera diperbaiki agar tidak mengganggu kegiatan perkuliahan.";Riset dan Layanan Teknologi Informasi
"saya cek menu kelengkapan sidang (5) terdapat gambar seperti gambar 1, kemudian saya cek menu daftar sidang (4) terdapat gambar seperti gambar 2, kemudian saya cek profil saya terdapat gambar seperti gambar 3, kemudian pada menu daftar sidang dan klik cetak form ijazah dan transkip muncul gambar seperti gambar 4
apakah bisa di perbaiki menghilangkan foto yang bertuliskan kurang lebih 'maaf ijazah file sma blm di upload ...'";Riset dan Layanan Teknologi Informasi
Asssalajualaikum saya ga bisa login classrom dengan akun sso;Riset dan Layanan Teknologi Informasi
"Tidak bisa login akun google classrooms menggunakan akun SSO. ;
putrasetiadi@student.telkomuniversity.ac.id";Riset dan Layanan Teknologi Informasi
"Tidak bisa login google classroom menggunakan akun email sso ;
Ibnumuzakky@student.telkomuniversity.ac.id";Riset dan Layanan Teknologi Informasi
"Assalamualaikum , maaf saya mau komplain bahwa email saya ""alifnadhifah@student.telkomuniversity.ac.id"" tidak bisa masuk akun google classroom. Sedangkan dosen saya akan memberi tugas dan pengumpulan tugasnya lewat google classroom. Mohon kerja samanya";Riset dan Layanan Teknologi Informasi
"Assalamualaikum , maaf saya mau komplain bahwa email saya ""alifnadhifah@student.telkomuniversity.ac.id"" tidak bisa masuk akun google classroom. Sedangkan dosen saya akan memberi tugas dan pengumpulan tugasnya lewat google classroom. Mohon kerja samanya";Riset dan Layanan Teknologi Informasi
Assalamualaikum.. maaf pak email saya gak bisa akses google classroom;Riset dan Layanan Teknologi Informasi
Assalamualaikum pak/bu saya tidak bisa join google class room;Riset dan Layanan Teknologi Informasi
"Selamat pagi,
Saya mahasiswa baru angkatan 2018. Saya ingin mengganti nomor telepon orang tua saya, karena yang tercantum di profil saya adalah nomor telepon rumah saya. Karena kesalahan tersebut orang tua saya masih belum mendapatkan username dan password untuk igracias parent. Saya sudah mencoba sendiri, tapi tidak berhasil. Saya ingin merubah nomor telepon orang tua saya menjadi 08122049458.
Terima kasih";Riset dan Layanan Teknologi Informasi
"Dear Sisfo Yth..,
Mohon petunjuk display untuk Igracias agar bisa kirim pesan seperti display Igracias yang sebelumnya.
Karena sistem Igracias yang baru tidak bisa menginputkan pesan langsung ke dosen atau pembimbing jadi menghambat untuk melakukan directly mengenai keperluan kepengurusan TA maupun registrasi (Mohon Sistem yang mudah untuk penginputan data-data yang penting agar segera bisa diproses dan ada eviden untuk ke pihak akademik yang bersangkutan)
Terimakasih ;";Riset dan Layanan Teknologi Informasi
saya mau masuk kan bukti pembayaran, tapi selalu gagal, padahal tipe file dan ukuran file sesuai dengan persyaratan. ini saya lampirkan buktinya disini.;Riset dan Layanan Teknologi Informasi
"Selamat siang. Terlampir data mahasiswa klik perpanjangan SK 2 kali yg seharusnya hanya sekali perpanjangan.

1. 6705140003 Dewi Nurul
2. 6301130293 Bram Arthya
3. 6707140048 Winda Fitri

Mohon bantuannya untuk reset perpanjangan SK tersebut. Terimakasih";Riset dan Layanan Teknologi Informasi
"Ysh. Dir. SISFO
Mohon bantuannya untuk mengecek kembali, daftar bimbingan sy hilang dari iGracias.
Sehingga sy tidak bisa approve bimbingan.
 ;
Terima kasih
 ;
salam
TRA";Riset dan Layanan Teknologi Informasi
"Mohon bantuan membuka email di chomsun@telkomuniversity.ac.id
Lupa user id dan password nya.";Riset dan Layanan Teknologi Informasi
"Assalamualaikum ;
Pak/bu permisi saya mau tanya kemarin itu orang tua saya dapat pesan dari telkom university tentang igracias parents tetapi username sama password nya tidak bisa di pakai atau tidak bisa masuk kedalam igracias kemungkinan username atau password nya salah tolong di koreksi lagi ;
Sekian, terima kasih
Wassalamualaikum ;";Riset dan Layanan Teknologi Informasi
"Ysh. Dir. SISFO
Mohon bantuannya untuk mengecek kembali, daftar bimbingan sy hilang dari iGracias.
Sehingga sy tidak bisa approve bimbingan.
 ;
Terima kasih
 ;
salam
TRA";Riset dan Layanan Teknologi Informasi
"Mohon bantuan membuka email di chomsun@telkomuniversity.ac.id
Lupa user id dan password nya.";Riset dan Layanan Teknologi Informasi
"Mohon bantuannya mahasiswa wali saya bernama ; ;DEWI SETIAWATI (1402170271) mengajukan pengunduran diri karena ingin belajar di kampus lain. Sewaktu di akses nilanya di Igracias, nilai semester 1 tidak muncul, sedangkan nilai semester 2 muncul. Terlampir adalah print screen tampilan nilainya. Mohon bantuannya.
 ;
Mohon bantuannya karena ybs ingin mengurus kepindahannya.
Terima kasih";Riset dan Layanan Teknologi Informasi
"ak/bu permisi saya mau tanya kemarin itu orang tua saya dapat pesan dari telkom university tentang igracias parents tetapi username sama password nya tidak bisa di pakai atau tidak bisa masuk kedalam igracias kemungkinan username atau password nya salah tolong di koreksi lagi ;
Sekian, terima kasih";Riset dan Layanan Teknologi Informasi
Saya salah memasukan nomor telp orang tua saya di igracias, sehingga orang tua saya tidak menerima password login untuk parents login. saya mencoba untuk mengedit data tersebut di akun saya namun tidak bisa. kolom seperti tidak bisa diedit. Mohon jalan kaluarnya bagaimana ya?;Riset dan Layanan Teknologi Informasi
Mohon dapat dibantu web direktorat Admisi dan OpenLibrary tidak dapat dibuka dengan alamat adwork.telkomuniversity.ac.id;Riset dan Layanan Teknologi Informasi
Selamat Malam , minta bantuannya untuk aktifasi akun dreamspark dan office 365 terima kasih;Riset dan Layanan Teknologi Informasi
Selamat pagi, mau melihat informasi seputar mata kuliah yang saya ambil, yang seharusnya ada lokasi kelas dan diajarkan dengan dosen siapa (dalam bentuk inisial tiga huruf), tetapi kali ini kosong, bahkan ketika ingin mencetak jadwal pun tidak ada informasi mengenai jadwal kuliah yang saya ambil, terima kasih. ;Riset dan Layanan Teknologi Informasi
Cant connect to wifi;Riset dan Layanan Teknologi Informasi
Tidak boleh access tune account;Riset dan Layanan Teknologi Informasi
"Maaf sebelumnya, saya tahu kalau komplain wifi itu bukan disini tapi ini menyangkut kesejahteraan penghuni asrama gedung 6.
 ;
Wifi.id nya sering mati pada saat siang hari dan baru hidup pada pukul 9 malam ini akan sangat mengganggu pada saat mengerjakan tugas ataupun mencari referensi tugas kuliah. diharap bapak/ibu berkenan untuk meninjau kembali wifi yang ada digedung 6 terimakasih";Riset dan Layanan Teknologi Informasi
"Selamat pagi admin,
saya Annisa dosen LB dari FTE mau melaporkan bug yang ada dan meminta bantuannya untuk diarahkan/diperbaiki.
Saya mau mendaftarkan tes di pusat bahasa untuk keperluan upgrading dosen kelas internasional. namun saat akan mendaftar dan menuliskan nama saya terdapat tulisan seperti pada gambar pertama (tidak bisa diproses karena tidak ada foto profil). lalu ada perintah untuk memasukkan foto profil dengan melampirkan link. namun saat link tsb di klik tidak masuk ke halaman manapun, tapi masuk ke halaman utama. Saya coba cari-cari dibagian akun, namun tidak ada opsi unggah foto profil, adapun opsi ""masukkan data dosen"" tidak bisa diakses (forbidden) seperti tertera pada gambar terakhir.
Apakah admin bisa membantu saya untuk menyelesaikan urusan tersebut? Karena saya perlu mendaftar tes ke pusat bahasa sesegera mungkin untuk urusan upgrading dosen kelas internasional.
Terima kasih sebelumnya.";Riset dan Layanan Teknologi Informasi
maaf, tune wifi saya belum bisa, saya dulu lupa untuk try again saat aktifasi sso diauditorium;Riset dan Layanan Teknologi Informasi
"Punten maaf menggangu saya mau menanyakan tentang masalah dalam memasukkan akun untuk office 365 yang dari telkom, disini saya sudah mencoba memasukkan password sesuai Igracias tetapi tidak mau masuk, kira-kira untuk mengatasi masalah tersebut apa solusinya ya min ?
Hatur nuhun.";Riset dan Layanan Teknologi Informasi
" ;Mohon perbaikan RFID A202B mati
hatur nuhun
oman
 ;";Riset dan Layanan Teknologi Informasi
Ktm saya susah tapping di gku3.3.16 tidak ada bunyi peringatan apapun. Namun diruang lain lancar lancar saja;Riset dan Layanan Teknologi Informasi
Bagaimana cara untuk mendapatkan lisensi office 365?;Riset dan Layanan Teknologi Informasi
"Assalamualaikum WR. WB
Saya ingin komplain mengenai ID Tune saya, saat login tertulis USER DO NOT EXIST, mohon bantuannya
Wassalamualaikum WR. WB";Riset dan Layanan Teknologi Informasi
"selamat siang. Akun igracias saya tidak dapat digunakan untuk mengakses wifi tune. setiap login selalu ada pemberitahuan ""user doesn't exist"". terimakasih";Riset dan Layanan Teknologi Informasi
"Saya ingin melaporkan display interface Igracias pada bagian nilai yang membingungkan. Pada display nilai, satu satunya jumalh sks yang ditampilkan hanya pada diatas. Dan ternyata merupakan display sks yang telah dilalui bukan sks telah lulus. Hal ini dapat membingungkan mahasiswa dikarenakan sks yang lulus hanya bisa ditampilkan ketika sudah menenekan ""cetak nilai lengkap"" yang dimana mahasiswa tidak menganggap itu sebagai laporan jumlah sks, melainkan hanya sekedar untuk mencetak. ;
 ;
Hal ini telah membuat saya sebagai mahasiswa salah memperhitungkan jumlah sks di tengah2 semester dan menjadikan saya tidak bisa mengikuti sidang bulan ini karena baru mengetahui hal tersebut ; semoga hal ini dapat menjadi masukan untuk memperbaiki interface nilai mahasiswa dan jumlah sks lulus agar tidak terjadi hal-hal yang tidak diinginkan.
 ;
Terima kasih.";Riset dan Layanan Teknologi Informasi
"akun SSO dengan usernama alifiabilqis tidak bisa login di TUNE.
saya atas nama alifia belqis
NIM 1301184093
IF - 42 -05
email : alifiabilqis@telkomuniversity.ac.id";Riset dan Layanan Teknologi Informasi
"Assalamualaikum. Saya ingin melakukan komplain,
Username Igracias saya tidak bisa login untuk akses tune.telkomuniversity.ac.id dengan keterangan User Does Not Exist.";Riset dan Layanan Teknologi Informasi
"Tidak bisa login TUNE dengan igracias
id : abisatria
pass : abisatria12";Riset dan Layanan Teknologi Informasi
Maaf saya tidak bisa connect ke tune saya itu juga sudah dari sejak pengenalan igracias... Maaf untuk ketelatan pengajuan nya terima kasih;Riset dan Layanan Teknologi Informasi
Layanan tune saya tidak bisa dipakai,. Tulisan user can, t use it;Riset dan Layanan Teknologi Informasi
"Saya dari D3TK-42-03,atas nama Windy Andhika putra,bahwa saya ada masalah dengan login akun tune saya,akun tune saya tidak bisa login,karena di situ di bilang user don't exist saat saya mau login ;
Terima kasih sebelumnya ;";Riset dan Layanan Teknologi Informasi
"assalamualaikum , saya kemal arsyah dari Fakultas FIT dari D3 Teknik komputer, ""ini kenapa akun sso saya gabisa dipake di google classroom"" mohon di aktifkan :) , terima kasih";Riset dan Layanan Teknologi Informasi
saya tidak bisa login office 365. setelah login tulisan nya seperti itu..;Riset dan Layanan Teknologi Informasi
"Tidak bisa membuat blog mahasiswa,username dan password sudah benar namun invalid
username:fitriherinda@student.telkomuniversity.ac.id";Riset dan Layanan Teknologi Informasi
tune saya bermasalah;Riset dan Layanan Teknologi Informasi
"Assalamualaikum Saya Abel dari kelas TT-42-07, permisi untuk layanan dan prasarana igracias mobile kenapa tidak bisa digunakan ya padahal untuk username dan password sudah sama dan betul? ; sekian terimakasih semoga cepat diberikan solusinya karena saya sangat membutuhkan fasilitas ini";Riset dan Layanan Teknologi Informasi
"Pagi
Mohon bantuannya untuk perbaikan akses ke jaringan wifi tune.
Sebagai  informasi , saat ini user name dan password yang saya gunakan dapat  untuk akses igracias, namun tidak bisa digunakan untuk akses tune.
Pesan errornya adalah : user not exist.
Terima Kasih atas perhatiannya.
Regards,
ROC";Riset dan Layanan Teknologi Informasi
Permisi sebelumnya, saya tidak dapat melakukan registrasi smart parking  dengan alasan card exist, tetapibsaat saya melakukan tapping untuk akaes  gerbang parkir, selalu diberikan informasi bahwa kartu belum terdaftar,  dan harus selalu dibukakan oleh satpam tersebut. User igracias saya : gentaym;Riset dan Layanan Teknologi Informasi
"Saya ingin mereset mata kuliah atau SKS, karna ada kesalahan dalam menginput, mata kuliah default tidak dapat di ""checklist"" atau di ""Input"".";Riset dan Layanan Teknologi Informasi
Maaf jadi pas saya sso kmrn kan saya udh aktivasi tapi tune nya lagi creating account trus saya refresh hasil nya dari tune, blog, sama office 365 nya failed;Riset dan Layanan Teknologi Informasi
"Selamat siang, saya Fidelis Surya 1101130173, alumni tahun 2013. ketika mengakses cdc (sudah buat akun) tidak bisa mengisi data-data di dashboard (foto terlampir). Mohon bantuannya, terimakasih.
 ;
tambahan :
Saya mencoba input keluhan di BAGIAN KARIR URUSAN PENGEMBANGAN KARIR tapi untuk layanan tidak keluar deskripsi";Riset dan Layanan Teknologi Informasi
"Assalamualaikum saya dwi ratna sari dari S1 PuTi dengan nim 1202150258, saya ingin bertanya perihal dengan sks yg saya ambil kenapa hanya mencapai 20 sks saja, padahal. Ips acuan saya pada semester kemarin sebesar 3.13 yang mana harusnya dapat mengambil sebanyak 24 sks. Waktu kmaren pagi ketika registrasi saya masi bisa mengambil 24 sks, ; akan tetapi pas malam harinya ketika ingin submit batas sks yg dapat saya ambil hanya 20 sks. ; Kenapa bisa berubah? ; Pdhal ips acuan saya memenuhi syarat. Trimakasih";Riset dan Layanan Teknologi Informasi
Selamat siang, saya mau komplain kenapa matkul pkn saya ada di semester 8 padahal sudah saya ambil di semester 1 dan nilainya sudah ada. Lalu, kenapa nilai kalkulus saya tidak ada padahal sebelumnya nilainya sudah ada, dan nilai akhir saya dengan 19 sks adalah 3.5 tapi kenapa sekarang sks semester 1 saya hanya 16 padahal total sks yg saya sudah ambil 19. Terima kasih;Riset dan Layanan Teknologi Informasi
tidak bisa melihat detail kehadiran mahasiswa;Riset dan Layanan Teknologi Informasi
"Dear Yth,
Saya alumni untiversitas Telkom angkatan 2011, saya ingin menanyakan akun DreamSpark saya sudah expired, apakah bisa diaktifkan kembali ?
Terima Kasih,
Regards,
Hengky Yudha Bintara";Riset dan Layanan Teknologi Informasi
"Selamat Pagi,Saya Andy Fengki Qoirulnaim, alumni d3 Teknik Telkomunikasi 2017. Saya ingin melegalisir Ijazah dan Transkip Nilai melalui dela, namun terkendala tidak bisa login ke dalam dela. keterangan ""Username Password not correct or not match!"" saya coba daftar namun keterangan ""failed akun sudah tersedia"". dan sebelumnya mohon maaf kesalahan input keluhan ini, karena pada tab layanan memilih legalitas copy Ijazah transkip akademik tidak ada sub kategori. ;Mohon bantuannya dan Terima kasih";Riset dan Layanan Teknologi Informasi
"Selamat siang,
saya dosen mata kuliah ISH3M3, Sistem MSDM, jam 10.30, kelas SI 38 01, terdapat 8 mahasiswa yang melakukan tapping, hanya 3 yang tercatat, sedangkan yang 5 orang tidak teridentifikasi di igracias. Mohon bantuannya. Trims.";Riset dan Layanan Teknologi Informasi
selamat siang, mau tanya kenapa bukti kwitansi pembayaran semester ganjil 2016-2017 tidak ada ? sedangkan sudah lunas. terimakasih;Riset dan Layanan Teknologi Informasi
"Mohon bantuan data nilai KP Semester Genap 2015/2016 dengan format sbb:
Kolom 1: NIM
Kolom 2: Nama Mahasiswa
Kolom 3: Dosen Wali
Kolom 4: Prodi
Kolom 5: Nilai Pembimbing Akademik
Kolom 6: Nilai Pembimbing Lapangan
Kolom 7: Nilai Presentasi
Kolom 8: Nilai Similarity
Kolom 9: Nilai Total
Kolom 10: Indeks Nilai
 ;
Terima kasih.
 ;
Salam,
Zulfi.
LAA - FTE";Riset dan Layanan Teknologi Informasi
"Help desk , mohon bantuannya saya dapat sms , dari YanSi SDM untuk mengecek email di milist, tetapi saya belum terdaftar di milist
terima kasih";Riset dan Layanan Teknologi Informasi
"Dear Sisfo mohon di bantu koneksi di Gedung Intata - Kawalusu agak lambat, download File dari email failed terus (ini ketiga kalinya failed) dan akses  ;beberapa web sangat lama, dalam waktu bersamaan saya test browsing Detik com, butuh 20 detik untuk muncul satu layar, kami sedang mengerjakan borang ..mohon di bantu. terimakasih ;";Riset dan Layanan Teknologi Informasi
"Asalamualaikum wr wb bapak/ibu admin
saya Elrizki Mardhi Hasan (1103130097), begini bapak/ibu,
saya ingin menanyakan kenapa tidak dapat meng-akses SSO agar dapat masuk ke google classroom. ketika saya masuk sebagai email elrizkimardhi@student.telkomuniversity.ac.id (sesuai igracias) tidak dapat diakses. dan ketika saya mengira belum aktivasi SSO, saya mencoba aktivasi ternyata sudah memiliki akun. ;
bagaimana ya bapak/ibu admin, apa yg harus saya lakukan karena seluruh matakuliah saya menggunakan googleclassroom sebagai akses diskusi dan pengumpulan tugas. terimakasih sebelumnya
Asalamualaikum wr. wb";Riset dan Layanan Teknologi Informasi
Ketika login tune,muncul user does not exist;Riset dan Layanan Teknologi Informasi
"Bersama ini kami sampaikan komplain pegawai sebagai berikut :
Tidak bisa aktivasi SSO untuk karyawan baru atas nama Reza Jordan ; NIP. 18920116 sebagaimana capture terlampir.";Riset dan Layanan Teknologi Informasi
"Aslm. Mhn informasi ;terkait 
1. RFID sy yg tdk bisa dipakai utk tapping di tempat parkir kendaraan. Bgmn agar berfungsi? Demikian jg Tapping di kelas, bgmn mencek apakah tapping sdh berfungsi/blm
2. Sy mau akses WiFi employee.telkom univ tapi ketika input username Dan password TDK bs. Tertulis username doesn't exist.
 ;
Terimakasih";Riset dan Layanan Teknologi Informasi
Email telkom university saya didadiah@telkomuniversity.ac.id tidak bisa diakses, mohon dapat diperbaiki.;Riset dan Layanan Teknologi Informasi
Terkait informasi log in username dan password untuk domain Web Fakultas dan Prodi yang saat ini dihold, mohon kami dikirimi kembali username dan password domain terkait untuk kami gunakan dalam pengelolaan domain domian tsb. Atas kerjasamanya kami ucapkan terima kasih;Riset dan Layanan Teknologi Informasi
"Yth. Bagian SISFO,
Mohon bantuannya, saya tidak bisa akses email telkomuniversity.ac.id. Ketika akan akses email, maka muncul pesan sbb:
Invalid Email
We are unable to process your request at this time, please try again later.
Trims,
 ;
Yuyus HIdayat
 ;";Riset dan Layanan Teknologi Informasi
"dear admin,
saya ditunjuk manjadi admin web KK Transtel. Masalahnya saya tidak tau username dan password web KK Transtel dan admin sebelumnya juga kehilangan jejak username dan passwordnya karena sudah lama tidak diurus. Apakah sisfo bisa membantu mengecek username dan password untuk web KK Transtel? webnya transtel.telkomuniversity.ac.id
Terima Kasih";Riset dan Layanan Teknologi Informasi
Saya belum bisa mengisi kuesioner untuk semester antara;Riset dan Layanan Teknologi Informasi
Salam. Punten, ini kok saya tidak bisa isi kuisioner dan cetak kartu ujian kenapa ya? Terimakasih.;Riset dan Layanan Teknologi Informasi
"Selamat siang, Mohon maaf mengganggu waktunya. ;
Untuk tampilan igracias pada pengajuan pembimbing dan proposal tidak ada. Semula sudah diup load proposal dan pembimbing sudah ada. Namun, sekarang tampilan tidak ada ( Proposal tidak ada dan pembimbing tidak ada ). Mohon bantuannya. ;
Terimakasih";Riset dan Layanan Teknologi Informasi
Tidak bisa mengakses web serta gmail student;Riset dan Layanan Teknologi Informasi
"Asalamualaikum
Permisi saya ingin masuk ke google class menggunakan sso.telkomuniversity.ac.id untuk keperluan perkuliahan. namun saya tidak dapat mengakses nya dengan alasan invalid email. Mohon segera diperbaiki agar tidak mengganggu kegiatan perkuliahan.";Riset dan Layanan Teknologi Informasi
