,keluhan,bagian,id,keluhan_length,clean_keluhan
176,"Gabisa terus login ke tune pdhal uname 
 sama passwordnya bener complaint 06 DECEMBER 2019 
 12:11:57",RISET DAN LAYANAN TEKNOLOGI INFORMASI,1,101,gabisa login tune uname passwordnya bener complaint december embarrassed or blushing
177,"Saya atas nama MUHAMMAD AZIIZ 
 GHANIY NIM 1104190064 KELAS TF 43 03
 tidak ; bisa menggunakan tune dari 
 bulan agustus sampe sekarang mohon 
 perbaikannya agar saya bisa 
 menggunakan fasilitas ini secara 
 maksimal dan mohon pengertiannya",RISET DAN LAYANAN TEKNOLOGI INFORMASI,1,241,nama muhammad aziiz ghaniy nim kelas tf tune agustus fasilitas maksimal erti
178,Saya belum bisa mengisi kuesioner untuk semester antara,RISET DAN LAYANAN TEKNOLOGI INFORMASI,1,55,isi kuesioner semester
179,Saya belum bisa mengisi kuesioner untuk semester antara,RISET DAN LAYANAN TEKNOLOGI INFORMASI,1,55,isi kuesioner semester
180,"Selamat siang, Mohon maaf mengganggu waktunya. ;
Untuk tampilan igracias pada pengajuan pembimbing dan proposal tidak ada. Semula sudah diup load proposal dan pembimbing sudah ada. Namun, sekarang tampilan tidak ada ( Proposal tidak ada dan pembimbing tidak ada ). Mohon bantuannya. ;
Terimakasih",RISET DAN LAYANAN TEKNOLOGI INFORMASI,1,296,ganggu tampil igracias aju bimbing proposal diup load proposal bimbing tampil proposal bimbing bantu
181,Tidak bisa mengakses web serta gmail student,RISET DAN LAYANAN TEKNOLOGI INFORMASI,1,44,akses situs gmail student
182,"Asalamualaikum
Permisi saya ingin masuk ke google class menggunakan sso.telkomuniversity.ac.id untuk keperluan perkuliahan. namun saya tidak dapat mengakses nya dengan alasan invalid email. Mohon segera diperbaiki agar tidak mengganggu kegiatan perkuliahan.",RISET DAN LAYANAN TEKNOLOGI INFORMASI,1,257,asalamualaikum permisi masuk google class ssotelkomuniversityacid kuliah akses nya alas invalid email ganggu giat kuliah
183,"saya cek menu kelengkapan sidang (5) terdapat gambar seperti gambar 1, kemudian saya cek menu daftar sidang (4) terdapat gambar seperti gambar 2, kemudian saya cek profil saya terdapat gambar seperti gambar 3, kemudian pada menu daftar sidang dan klik cetak form ijazah dan transkip muncul gambar seperti gambar 4
apakah bisa di perbaiki menghilangkan foto yang bertuliskan kurang lebih 'maaf ijazah file sma blm di upload ...'",RISET DAN LAYANAN TEKNOLOGI INFORMASI,1,427,cek menu lengkap sidang gambar gambar cek menu daftar sidang gambar gambar cek profil gambar gambar menu daftar sidang klik cetak form ijazah transkip muncul gambar gambar hilang foto tulis ijazah file sma upload
184,Asssalajualaikum saya ga bisa login classrom dengan akun sso,RISET DAN LAYANAN TEKNOLOGI INFORMASI,1,60,asssalajualaikum ga login classrom akun sso
185,"Tidak bisa login akun google classrooms menggunakan akun SSO. ;
putrasetiadi@student.telkomuniversity.ac.id",RISET DAN LAYANAN TEKNOLOGI INFORMASI,1,107,login akun google classrooms akun sso
186,"Tidak bisa login google classroom menggunakan akun email sso ;
Ibnumuzakky@student.telkomuniversity.ac.id",RISET DAN LAYANAN TEKNOLOGI INFORMASI,1,105,login google classroom akun email sso
187,"Assalamualaikum , maaf saya mau komplain bahwa email saya ""alifnadhifah@student.telkomuniversity.ac.id"" tidak bisa masuk akun google classroom. Sedangkan dosen saya akan memberi tugas dan pengumpulan tugasnya lewat google classroom. Mohon kerja samanya",RISET DAN LAYANAN TEKNOLOGI INFORMASI,1,252,komplain email masuk akun google classroom dosen tugas kumpul tugas google classroom kerja
188,"Assalamualaikum , maaf saya mau komplain bahwa email saya ""alifnadhifah@student.telkomuniversity.ac.id"" tidak bisa masuk akun google classroom. Sedangkan dosen saya akan memberi tugas dan pengumpulan tugasnya lewat google classroom. Mohon kerja samanya",RISET DAN LAYANAN TEKNOLOGI INFORMASI,1,252,komplain email masuk akun google classroom dosen tugas kumpul tugas google classroom kerja
189,Assalamualaikum.. maaf pak email saya gak bisa akses google classroom,RISET DAN LAYANAN TEKNOLOGI INFORMASI,1,69,email gak akses google classroom
190,Assalamualaikum pak/bu saya tidak bisa join google class room,RISET DAN LAYANAN TEKNOLOGI INFORMASI,1,61,pakbu join google class room
191,"Selamat pagi,
Saya mahasiswa baru angkatan 2018. Saya ingin mengganti nomor telepon orang tua saya, karena yang tercantum di profil saya adalah nomor telepon rumah saya. Karena kesalahan tersebut orang tua saya masih belum mendapatkan username dan password untuk igracias parent. Saya sudah mencoba sendiri, tapi tidak berhasil. Saya ingin merubah nomor telepon orang tua saya menjadi 08122049458.
Terima kasih",RISET DAN LAYANAN TEKNOLOGI INFORMASI,1,410,mahasiswa angkat ganti nomor telepon orang tua cantum profil nomor telepon rumah salah orang tua username password igracias orangtua coba hasil rubah nomor telepon orang tua
192,"Dear Sisfo Yth..,
Mohon petunjuk display untuk Igracias agar bisa kirim pesan seperti display Igracias yang sebelumnya.
Karena sistem Igracias yang baru tidak bisa menginputkan pesan langsung ke dosen atau pembimbing jadi menghambat untuk melakukan directly mengenai keperluan kepengurusan TA maupun registrasi (Mohon Sistem yang mudah untuk penginputan data-data yang penting agar segera bisa diproses dan ada eviden untuk ke pihak akademik yang bersangkutan)
Terimakasih ;",RISET DAN LAYANAN TEKNOLOGI INFORMASI,1,474,sisfo hormat display igracias kirim pesan display igracias sistem igracias menginputkan pesan langsung dosen bimbing hambat laku directly kena urus ta registrasi sistem mudah penginputan datadata proses eviden akademik sangkut
193,"saya mau masuk kan bukti pembayaran, tapi selalu gagal, padahal tipe file dan ukuran file sesuai dengan persyaratan. ini saya lampirkan buktinya disini.",RISET DAN LAYANAN TEKNOLOGI INFORMASI,1,152,masuk bukti bayar gagal tipe file ukur file sesuai syarat lampir bukti
194,"Selamat siang. Terlampir data mahasiswa klik perpanjangan SK 2 kali yg seharusnya hanya sekali perpanjangan.

1. 6705140003 Dewi Nurul
2. 6301130293 Bram Arthya
3. 6707140048 Winda Fitri

Mohon bantuannya untuk reset perpanjangan SK tersebut. Terimakasih",RISET DAN LAYANAN TEKNOLOGI INFORMASI,1,254,lampir data mahasiswa klik sk kali dewi nurul bram arthya winda fitri bantu reset sk
195,"Ysh. Dir. SISFO
Mohon bantuannya untuk mengecek kembali, daftar bimbingan sy hilang dari iGracias.
Sehingga sy tidak bisa approve bimbingan.
 ;
Terima kasih
 ;
salam
TRA",RISET DAN LAYANAN TEKNOLOGI INFORMASI,1,169,ysh dir sisfo bantu ecek daftar bimbing hilang igracias approve bimbing salam tra
196,"Mohon bantuan membuka email di chomsun@telkomuniversity.ac.id
Lupa user id dan password nya.",RISET DAN LAYANAN TEKNOLOGI INFORMASI,1,92,bantu buka email lupa user id password nya
197,"Assalamualaikum ;
Pak/bu permisi saya mau tanya kemarin itu orang tua saya dapat pesan dari telkom university tentang igracias parents tetapi username sama password nya tidak bisa di pakai atau tidak bisa masuk kedalam igracias kemungkinan username atau password nya salah tolong di koreksi lagi ;
Sekian, terima kasih
Wassalamualaikum ;",RISET DAN LAYANAN TEKNOLOGI INFORMASI,1,337,pakbu permisi kemarin orang tua pesan telkom university igracias orangtua username password nya pakai masuk igracias username password nya salah koreksi sekian
198,"Ysh. Dir. SISFO
Mohon bantuannya untuk mengecek kembali, daftar bimbingan sy hilang dari iGracias.
Sehingga sy tidak bisa approve bimbingan.
 ;
Terima kasih
 ;
salam
TRA",RISET DAN LAYANAN TEKNOLOGI INFORMASI,1,169,ysh dir sisfo bantu ecek daftar bimbing hilang igracias approve bimbing salam tra
199,"Mohon bantuan membuka email di chomsun@telkomuniversity.ac.id
Lupa user id dan password nya.",RISET DAN LAYANAN TEKNOLOGI INFORMASI,1,92,bantu buka email lupa user id password nya
200,"Mohon bantuannya mahasiswa wali saya bernama ; ;DEWI SETIAWATI (1402170271) mengajukan pengunduran diri karena ingin belajar di kampus lain. Sewaktu di akses nilanya di Igracias, nilai semester 1 tidak muncul, sedangkan nilai semester 2 muncul. Terlampir adalah print screen tampilan nilainya. Mohon bantuannya.
 ;
Mohon bantuannya karena ybs ingin mengurus kepindahannya.
Terima kasih",RISET DAN LAYANAN TEKNOLOGI INFORMASI,1,385,bantu mahasiswa wali nama dewi setiawati aju undur ajar kampus akses nila igracias nilai semester muncul nilai semester muncul lampir print screen tampil nilai bantu bantu ybs urus pindah
201,"ak/bu permisi saya mau tanya kemarin itu orang tua saya dapat pesan dari telkom university tentang igracias parents tetapi username sama password nya tidak bisa di pakai atau tidak bisa masuk kedalam igracias kemungkinan username atau password nya salah tolong di koreksi lagi ;
Sekian, terima kasih",RISET DAN LAYANAN TEKNOLOGI INFORMASI,1,299,akbu permisi kemarin orang tua pesan telkom university igracias orangtua username password nya pakai masuk igracias username password nya salah koreksi sekian
202,"Saya salah memasukan nomor telp orang tua saya di igracias, sehingga orang tua saya tidak menerima password login untuk parents login. saya mencoba untuk mengedit data tersebut di akun saya namun tidak bisa. kolom seperti tidak bisa diedit. Mohon jalan kaluarnya bagaimana ya?",RISET DAN LAYANAN TEKNOLOGI INFORMASI,1,276,salah masuk nomor telepon orang tua igracias orang tua password login orangtua login coba edit data akun kolom edit jalan kaluarnya ya
203,Mohon dapat dibantu web direktorat Admisi dan OpenLibrary tidak dapat dibuka dengan alamat adwork.telkomuniversity.ac.id,RISET DAN LAYANAN TEKNOLOGI INFORMASI,1,120,bantu situs direktorat admisi openlibrary buka alamat adworktelkomuniversityacid
204,"Selamat Malam , minta bantuannya untuk aktifasi akun dreamspark dan office 365 terima kasih",RISET DAN LAYANAN TEKNOLOGI INFORMASI,1,91,bantu aktifasi akun dreamspark office
205,"Selamat pagi, mau melihat informasi seputar mata kuliah yang saya ambil, yang seharusnya ada lokasi kelas dan diajarkan dengan dosen siapa (dalam bentuk inisial tiga huruf), tetapi kali ini kosong, bahkan ketika ingin mencetak jadwal pun tidak ada informasi mengenai jadwal kuliah yang saya ambil, terima kasih. ",RISET DAN LAYANAN TEKNOLOGI INFORMASI,1,312,lihat informasi putar mata kuliah ambil lokasi kelas ajar dosen bentuk inisial huruf kali kosong cetak jadwal informasi kena jadwal kuliah ambil
206,Cant connect to wifi,RISET DAN LAYANAN TEKNOLOGI INFORMASI,1,20,cant connect wifi
207,Tidak boleh access tune account,RISET DAN LAYANAN TEKNOLOGI INFORMASI,1,31,access tune account
208,"Maaf sebelumnya, saya tahu kalau komplain wifi itu bukan disini tapi ini menyangkut kesejahteraan penghuni asrama gedung 6.
 ;
Wifi.id nya sering mati pada saat siang hari dan baru hidup pada pukul 9 malam ini akan sangat mengganggu pada saat mengerjakan tugas ataupun mencari referensi tugas kuliah. diharap bapak/ibu berkenan untuk meninjau kembali wifi yang ada digedung 6 terimakasih",RISET DAN LAYANAN TEKNOLOGI INFORMASI,1,387,komplain wifi sangkut sejahtera huni asrama gedung wifiid nya mati hidup ganggu kerja tugas cari referensi tugas kuliah harap bapakibu kenan tinjau wifi gedung
209,"Selamat pagi admin,
saya Annisa dosen LB dari FTE mau melaporkan bug yang ada dan meminta bantuannya untuk diarahkan/diperbaiki.
Saya mau mendaftarkan tes di pusat bahasa untuk keperluan upgrading dosen kelas internasional. namun saat akan mendaftar dan menuliskan nama saya terdapat tulisan seperti pada gambar pertama (tidak bisa diproses karena tidak ada foto profil). lalu ada perintah untuk memasukkan foto profil dengan melampirkan link. namun saat link tsb di klik tidak masuk ke halaman manapun, tapi masuk ke halaman utama. Saya coba cari-cari dibagian akun, namun tidak ada opsi unggah foto profil, adapun opsi ""masukkan data dosen"" tidak bisa diakses (forbidden) seperti tertera pada gambar terakhir.
Apakah admin bisa membantu saya untuk menyelesaikan urusan tersebut? Karena saya perlu mendaftar tes ke pusat bahasa sesegera mungkin untuk urusan upgrading dosen kelas internasional.
Terima kasih sebelumnya.",RISET DAN LAYANAN TEKNOLOGI INFORMASI,1,920,admin annisa dosen lb fte lapor bug bantu diarahkandiperbaiki daftar tes pusat bahasa upgrading dosen kelas internasional daftar tulis nama tulis gambar proses foto profil perintah masuk foto profil lampir link link klik masuk halaman masuk halaman utama coba caricari akun opsi unggah foto profil opsi masuk data dosen akses forbidden tera gambar admin bantu selesai urus daftar tes pusat bahasa urus upgrading dosen kelas internasional
210,"maaf, tune wifi saya belum bisa, saya dulu lupa untuk try again saat aktifasi sso diauditorium",RISET DAN LAYANAN TEKNOLOGI INFORMASI,1,94,tune wifi lupa coba aktifasi sso auditorium
211,"Punten maaf menggangu saya mau menanyakan tentang masalah dalam memasukkan akun untuk office 365 yang dari telkom, disini saya sudah mencoba memasukkan password sesuai Igracias tetapi tidak mau masuk, kira-kira untuk mengatasi masalah tersebut apa solusinya ya min ?
Hatur nuhun.",RISET DAN LAYANAN TEKNOLOGI INFORMASI,1,279,menggangu masuk akun office telkom coba masuk password sesuai igracias masuk kirakira solusi ya min hatur nuhun
212," ;Mohon perbaikan RFID A202B mati
hatur nuhun
oman
 ;",RISET DAN LAYANAN TEKNOLOGI INFORMASI,1,53,rfid ab mati hatur nuhun om
213,Ktm saya susah tapping di gku3.3.16 tidak ada bunyi peringatan apapun. Namun diruang lain lancar lancar saja,RISET DAN LAYANAN TEKNOLOGI INFORMASI,1,108,ktm susah tapping gku bunyi ruang lancar lancar
214,Bagaimana cara untuk mendapatkan lisensi office 365?,RISET DAN LAYANAN TEKNOLOGI INFORMASI,1,52,lisensi office
215,"Assalamualaikum WR. WB
Saya ingin komplain mengenai ID Tune saya, saat login tertulis USER DO NOT EXIST, mohon bantuannya
Wassalamualaikum WR. WB",RISET DAN LAYANAN TEKNOLOGI INFORMASI,1,145,komplain kena id tune login tulis user do not exist bantu
216,"selamat siang. Akun igracias saya tidak dapat digunakan untuk mengakses wifi tune. setiap login selalu ada pemberitahuan ""user doesn't exist"". terimakasih",RISET DAN LAYANAN TEKNOLOGI INFORMASI,1,154,akun igracias akses wifi tune login pemberitahuan user doesnt exist
217,"Saya ingin melaporkan display interface Igracias pada bagian nilai yang membingungkan. Pada display nilai, satu satunya jumalh sks yang ditampilkan hanya pada diatas. Dan ternyata merupakan display sks yang telah dilalui bukan sks telah lulus. Hal ini dapat membingungkan mahasiswa dikarenakan sks yang lulus hanya bisa ditampilkan ketika sudah menenekan ""cetak nilai lengkap"" yang dimana mahasiswa tidak menganggap itu sebagai laporan jumlah sks, melainkan hanya sekedar untuk mencetak. ;
 ;
Hal ini telah membuat saya sebagai mahasiswa salah memperhitungkan jumlah sks di tengah2 semester dan menjadikan saya tidak bisa mengikuti sidang bulan ini karena baru mengetahui hal tersebut ; semoga hal ini dapat menjadi masukan untuk memperbaiki interface nilai mahasiswa dan jumlah sks lulus agar tidak terjadi hal-hal yang tidak diinginkan.
 ;
Terima kasih.",RISET DAN LAYANAN TEKNOLOGI INFORMASI,1,855,lapor display interface igracias nilai bingung display nilai jumalh sks tampil nyata rupa display sks sks lulus bingung mahasiswa sks lulus tampil nenek cetak nilai lengkap mahasiswa anggap lapor sks dar cetak mahasiswa salah hitung sks semester sidang moga masuk interface nilai mahasiswa sks lulus halhal
218,"akun SSO dengan usernama alifiabilqis tidak bisa login di TUNE.
saya atas nama alifia belqis
NIM 1301184093
IF - 42 -05
email : alifiabilqis@telkomuniversity.ac.id",RISET DAN LAYANAN TEKNOLOGI INFORMASI,1,163,akun sso usernama alifiabilqis login tune nama alifia belqis nim if email
219,"Assalamualaikum. Saya ingin melakukan komplain,
Username Igracias saya tidak bisa login untuk akses tune.telkomuniversity.ac.id dengan keterangan User Does Not Exist.",RISET DAN LAYANAN TEKNOLOGI INFORMASI,1,166,laku komplain username igracias login akses tunetelkomuniversityacid terang user does not exist
220,"Tidak bisa login TUNE dengan igracias
id : abisatria
pass : abisatria12",RISET DAN LAYANAN TEKNOLOGI INFORMASI,1,71,login tune igracias id abisatria pass abisatria
221,Maaf saya tidak bisa connect ke tune saya itu juga sudah dari sejak pengenalan igracias... Maaf untuk ketelatan pengajuan nya terima kasih,RISET DAN LAYANAN TEKNOLOGI INFORMASI,1,138,connect tune kenal igracias telat aju nya
222,"Layanan tune saya tidak bisa dipakai,. Tulisan user can, t use it",RISET DAN LAYANAN TEKNOLOGI INFORMASI,1,65,layan tune pakai tulis user t use it
223,"Saya dari D3TK-42-03,atas nama Windy Andhika putra,bahwa saya ada masalah dengan login akun tune saya,akun tune saya tidak bisa login,karena di situ di bilang user don't exist saat saya mau login ;
Terima kasih sebelumnya ;",RISET DAN LAYANAN TEKNOLOGI INFORMASI,1,223,dtkatas nama windy andhika putrabahwa login akun tune sayaakun tune loginkarena situ bilang user dont exist login
224,"assalamualaikum , saya kemal arsyah dari Fakultas FIT dari D3 Teknik komputer, ""ini kenapa akun sso saya gabisa dipake di google classroom"" mohon di aktifkan :) , terima kasih",RISET DAN LAYANAN TEKNOLOGI INFORMASI,1,175,kemal arsyah fakultas fit d teknik komputer akun sso gabisa dipake google classroom aktif
225,saya tidak bisa login office 365. setelah login tulisan nya seperti itu..,RISET DAN LAYANAN TEKNOLOGI INFORMASI,1,73,login office login tulis nya
226,"Tidak bisa membuat blog mahasiswa,username dan password sudah benar namun invalid
username:fitriherinda@student.telkomuniversity.ac.id",RISET DAN LAYANAN TEKNOLOGI INFORMASI,1,134,blog mahasiswausername password invalid
227,tune saya bermasalah,RISET DAN LAYANAN TEKNOLOGI INFORMASI,1,20,tune
228,"Assalamualaikum Saya Abel dari kelas TT-42-07, permisi untuk layanan dan prasarana igracias mobile kenapa tidak bisa digunakan ya padahal untuk username dan password sudah sama dan betul? ; sekian terimakasih semoga cepat diberikan solusinya karena saya sangat membutuhkan fasilitas ini",RISET DAN LAYANAN TEKNOLOGI INFORMASI,1,286,abel kelas tt permisi layan prasarana igracias mobile ya username password sekian moga cepat solusi butuh fasilitas
229,"Pagi
Mohon bantuannya untuk perbaikan akses ke jaringan wifi tune.
Sebagai  informasi , saat ini user name dan password yang saya gunakan dapat  untuk akses igracias, namun tidak bisa digunakan untuk akses tune.
Pesan errornya adalah : user not exist.
Terima Kasih atas perhatiannya.
Regards,
ROC",RISET DAN LAYANAN TEKNOLOGI INFORMASI,1,296,bantu akses jaring wifi tune informasi user nama password akses igracias akses tune pesan errornya user not exist perhati roc
230,"Permisi sebelumnya, saya tidak dapat melakukan registrasi smart parking  dengan alasan card exist, tetapibsaat saya melakukan tapping untuk akaes  gerbang parkir, selalu diberikan informasi bahwa kartu belum terdaftar,  dan harus selalu dibukakan oleh satpam tersebut. User igracias saya : gentaym",RISET DAN LAYANAN TEKNOLOGI INFORMASI,1,297,permisi laku registrasi smart parking alas card exist tetapibsaat laku tapping akaes gerbang parkir informasi kartu daftar buka satpam user igracias gentaym
231,"Saya ingin mereset mata kuliah atau SKS, karna ada kesalahan dalam menginput, mata kuliah default tidak dapat di ""checklist"" atau di ""Input"".",RISET DAN LAYANAN TEKNOLOGI INFORMASI,1,141,mereset mata kuliah sks karna salah menginput mata kuliah default checklist input
232,"Maaf jadi pas saya sso kmrn kan saya udh aktivasi tapi tune nya lagi creating account trus saya refresh hasil nya dari tune, blog, sama office 365 nya failed",RISET DAN LAYANAN TEKNOLOGI INFORMASI,1,157,pas sso kmrn aktivasi tune nya creating account refresh hasil nya tune blog office nya failed
233,"Selamat siang, saya Fidelis Surya 1101130173, alumni tahun 2013. ketika mengakses cdc (sudah buat akun) tidak bisa mengisi data-data di dashboard (foto terlampir). Mohon bantuannya, terimakasih.
 ;
tambahan :
Saya mencoba input keluhan di BAGIAN KARIR URUSAN PENGEMBANGAN KARIR tapi untuk layanan tidak keluar deskripsi",RISET DAN LAYANAN TEKNOLOGI INFORMASI,1,319,fidelis surya alumni akses cdc akun isi datadata dashboard foto lampir bantu coba input keluh karir urus kembang karir layan deskripsi
234,"Assalamualaikum saya dwi ratna sari dari S1 PuTi dengan nim 1202150258, saya ingin bertanya perihal dengan sks yg saya ambil kenapa hanya mencapai 20 sks saja, padahal. Ips acuan saya pada semester kemarin sebesar 3.13 yang mana harusnya dapat mengambil sebanyak 24 sks. Waktu kmaren pagi ketika registrasi saya masi bisa mengambil 24 sks, ; akan tetapi pas malam harinya ketika ingin submit batas sks yg dapat saya ambil hanya 20 sks. ; Kenapa bisa berubah? ; Pdhal ips acuan saya memenuhi syarat. Trimakasih",RISET DAN LAYANAN TEKNOLOGI INFORMASI,1,509,dwi ratna sari s puti nim perihal sks ambil capai sks ips acu semester kemarin ambil sks kmaren registrasi ambil sks pas submit batas sks ambil sks ubah ips acu penuh syarat trimakasih
235,"Selamat siang, saya mau komplain kenapa matkul pkn saya ada di semester 8 padahal sudah saya ambil di semester 1 dan nilainya sudah ada. Lalu, kenapa nilai kalkulus saya tidak ada padahal sebelumnya nilainya sudah ada, dan nilai akhir saya dengan 19 sks adalah 3.5 tapi kenapa sekarang sks semester 1 saya hanya 16 padahal total sks yg saya sudah ambil 19. Terima kasih",RISET DAN LAYANAN TEKNOLOGI INFORMASI,1,369,komplain matkul pkn semester ambil semester nilai nilai kalkulus nilai nilai sks sks semester total sks ambil
236,tidak bisa melihat detail kehadiran mahasiswa,RISET DAN LAYANAN TEKNOLOGI INFORMASI,1,45,lihat detail hadir mahasiswa
237,"Dear Yth,
Saya alumni untiversitas Telkom angkatan 2011, saya ingin menanyakan akun DreamSpark saya sudah expired, apakah bisa diaktifkan kembali ?
Terima Kasih,
Regards,
Hengky Yudha Bintara",RISET DAN LAYANAN TEKNOLOGI INFORMASI,1,191,hormat alumni untiversitas telkom angkat akun dreamspark expired aktif hengky yudha bintara
238,"Selamat Pagi,Saya Andy Fengki Qoirulnaim, alumni d3 Teknik Telkomunikasi 2017. Saya ingin melegalisir Ijazah dan Transkip Nilai melalui dela, namun terkendala tidak bisa login ke dalam dela. keterangan ""Username Password not correct or not match!"" saya coba daftar namun keterangan ""failed akun sudah tersedia"". dan sebelumnya mohon maaf kesalahan input keluhan ini, karena pada tab layanan memilih legalitas copy Ijazah transkip akademik tidak ada sub kategori. ;Mohon bantuannya dan Terima kasih",RISET DAN LAYANAN TEKNOLOGI INFORMASI,1,497,pagisaya andy fengki qoirulnaim alumni d teknik telkomunikasi melegalisir ijazah transkip nilai dela kendala login dela terang username password not correct or not match coba daftar terang failed akun sedia salah input keluh tab layan pilih legalitas copy ijazah transkip akademik sub kategori bantu
239,"Selamat siang,
saya dosen mata kuliah ISH3M3, Sistem MSDM, jam 10.30, kelas SI 38 01, terdapat 8 mahasiswa yang melakukan tapping, hanya 3 yang tercatat, sedangkan yang 5 orang tidak teridentifikasi di igracias. Mohon bantuannya. Trims.",RISET DAN LAYANAN TEKNOLOGI INFORMASI,1,236,dosen mata kuliah ishm sistem msdm jam kelas si mahasiswa laku tapping catat orang identifikasi igracias bantu trims
240,"selamat siang, mau tanya kenapa bukti kwitansi pembayaran semester ganjil 2016-2017 tidak ada ? sedangkan sudah lunas. terimakasih",RISET DAN LAYANAN TEKNOLOGI INFORMASI,1,130,bukti kwitansi bayar semester ganjil lunas
241,"Mohon bantuan data nilai KP Semester Genap 2015/2016 dengan format sbb:
Kolom 1: NIM
Kolom 2: Nama Mahasiswa
Kolom 3: Dosen Wali
Kolom 4: Prodi
Kolom 5: Nilai Pembimbing Akademik
Kolom 6: Nilai Pembimbing Lapangan
Kolom 7: Nilai Presentasi
Kolom 8: Nilai Similarity
Kolom 9: Nilai Total
Kolom 10: Indeks Nilai
 ;
Terima kasih.
 ;
Salam,
Zulfi.
LAA - FTE",RISET DAN LAYANAN TEKNOLOGI INFORMASI,1,353,bantu data nilai kp semester genap format kolom nim kolom nama mahasiswa kolom dosen wali kolom prodi kolom nilai bimbing akademik kolom nilai bimbing lapang kolom nilai presentasi kolom nilai similarity kolom nilai total kolom indeks nilai salam zulfi laa fte
242,"Help desk , mohon bantuannya saya dapat sms , dari YanSi SDM untuk mengecek email di milist, tetapi saya belum terdaftar di milist
terima kasih",RISET DAN LAYANAN TEKNOLOGI INFORMASI,1,143,help desk bantu sms yansi sdm ecek email milist daftar milist
243,"Dear Sisfo mohon di bantu koneksi di Gedung Intata - Kawalusu agak lambat, download File dari email failed terus (ini ketiga kalinya failed) dan akses  ;beberapa web sangat lama, dalam waktu bersamaan saya test browsing Detik com, butuh 20 detik untuk muncul satu layar, kami sedang mengerjakan borang ..mohon di bantu. terimakasih ;",RISET DAN LAYANAN TEKNOLOGI INFORMASI,1,333,sisfo bantu koneksi gedung intata kawalusu lambat download file email failed kali failed akses situs test browsing detik com butuh detik muncul layar kerja borang bantu
244,"Asalamualaikum wr wb bapak/ibu admin
saya Elrizki Mardhi Hasan (1103130097), begini bapak/ibu,
saya ingin menanyakan kenapa tidak dapat meng-akses SSO agar dapat masuk ke google classroom. ketika saya masuk sebagai email elrizkimardhi@student.telkomuniversity.ac.id (sesuai igracias) tidak dapat diakses. dan ketika saya mengira belum aktivasi SSO, saya mencoba aktivasi ternyata sudah memiliki akun. ;
bagaimana ya bapak/ibu admin, apa yg harus saya lakukan karena seluruh matakuliah saya menggunakan googleclassroom sebagai akses diskusi dan pengumpulan tugas. terimakasih sebelumnya
Asalamualaikum wr. wb",RISET DAN LAYANAN TEKNOLOGI INFORMASI,1,607,asalamualaikum bapakibu admin elrizki mardhi hasan bapakibu akses sso masuk google classroom masuk email sesuai igracias akses ira aktivasi sso coba aktivasi nyata milik akun ya bapakibu admin laku matakuliah googleclassroom akses diskusi kumpul tugas asalamualaikum
245,"Ketika login tune,muncul user does not exist",RISET DAN LAYANAN TEKNOLOGI INFORMASI,1,44,login tunemuncul user does not exist
246,"Bersama ini kami sampaikan komplain pegawai sebagai berikut :
Tidak bisa aktivasi SSO untuk karyawan baru atas nama Reza Jordan ; NIP. 18920116 sebagaimana capture terlampir.",RISET DAN LAYANAN TEKNOLOGI INFORMASI,1,174,komplain pegawai aktivasi sso karyawan nama reza jordan nip capture lampir
247,"Aslm. Mhn informasi ;terkait 
1. RFID sy yg tdk bisa dipakai utk tapping di tempat parkir kendaraan. Bgmn agar berfungsi? Demikian jg Tapping di kelas, bgmn mencek apakah tapping sdh berfungsi/blm
2. Sy mau akses WiFi employee.telkom univ tapi ketika input username Dan password TDK bs. Tertulis username doesn't exist.
 ;
Terimakasih",RISET DAN LAYANAN TEKNOLOGI INFORMASI,1,334,aslm informasi kait rfid pakai tapping parkir kendara fungsi jg tapping kelas cek tapping berfungsiblm akses wifi employeetelkom univ input username password tulis username doesnt exist
248,"Email telkom university saya didadiah@telkomuniversity.ac.id tidak bisa diakses, mohon dapat diperbaiki.",RISET DAN LAYANAN TEKNOLOGI INFORMASI,1,104,email telkom university akses
249,"Terkait informasi log in username dan password untuk domain Web Fakultas dan Prodi yang saat ini dihold, mohon kami dikirimi kembali username dan password domain terkait untuk kami gunakan dalam pengelolaan domain domian tsb. Atas kerjasamanya kami ucapkan terima kasih",RISET DAN LAYANAN TEKNOLOGI INFORMASI,1,269,kait informasi log in username password domain situs fakultas prodi dihold kirim username password domain kait kelola domain domian kerjasamanya
250,"Yth. Bagian SISFO,
Mohon bantuannya, saya tidak bisa akses email telkomuniversity.ac.id. Ketika akan akses email, maka muncul pesan sbb:
Invalid Email
We are unable to process your request at this time, please try again later.
Trims,
 ;
Yuyus HIdayat
 ;",RISET DAN LAYANAN TEKNOLOGI INFORMASI,1,253,hormat sisfo bantu akses email telkomuniversityacid akses email muncul pesan invalid email we are unable process your request at this coba later trims yuyus hidayat
